,name,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,instant_bookable,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
213,C101 - Loft Champlain - Par Les Lofts Vieux-QC,2014-11-13,Desconocido,-%,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Extra pillows and blankets"", ""Fire extinguisher"", ""Private entrance"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Crib"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2021-12-31,2024-09-25,f,46.81381,-71.2021,2.0,1.0,1.0,1.0,221.0,31.0,1125,8,28,53,295,8.0,4.0,0.0,4.5,4.88,4.88,4.9,4.9,5.0,4.38,6.1,4.3,0.0,0.0,0.23
214,Caiman 408 | POOL | CITY VIEW | Roof Terrace,2022-04-13,within an hour,100%,f,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Elevator"", ""Gym"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Body soap"", ""Heating"", ""Toaster"", ""Bed linens"", ""Pool"", ""Dishes and silverware"", ""Hot water"", ""TV with standard cable"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Hair dryer"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cleaning products"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2022-07-21,2024-10-27,t,46.81527,-71.22014,2.0,1.0,1.0,1.0,102.0,1.0,1125,12,29,59,137,60.0,24.0,4.0,4.8,4.9,4.78,4.83,4.88,4.6,4.7,13.0,13.0,0.0,0.0,2.14
215,Lit King | Terrasse Privé | A/C in LR | Ancestral,2018-06-05,within an hour,100%,t,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""AC - split type ductless system"", ""Free dryer \u2013 In building"", ""Free washer \u2013 In building"", ""Free street parking"", ""Freezer"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Oven"", ""Essentials"", ""BBQ grill: electric"", ""Coffee maker: drip coffee maker"", ""Portable fans"", ""Smoke alarm"", ""39 inch TV with Netflix"", ""Self check-in"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""24inches stainless steel electric stove"", ""Dishes and silverware"", ""Outdoor dining area"", ""Hot water"", ""Private patio or balcony"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Mini fridge"", ""Keypad"", ""Hair dryer"", ""Paid parking garage off premises"", ""Microwave"", ""Sun loungers"", ""Shower gel"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2021-01-03,2024-10-26,f,46.81639,-71.22216,4.0,1.0,1.0,2.0,74.0,1.0,1125,9,36,66,206,42.8,74.0,5.0,4.79,4.78,4.77,4.93,4.93,4.74,4.65,10.0,10.0,0.0,0.0,5.91
216,Apartment in downtown Quebec city (Parking) #3,2017-05-03,within an hour,98%,t,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2019-07-22,2024-10-27,t,46.81363,-71.22972,4.0,1.0,0.0,2.0,97.0,2.0,30,24,42,72,345,42.8,64.0,4.0,4.89,4.95,4.96,4.93,4.93,4.74,4.81,8.0,8.0,0.0,0.0,5.05
217,1 chambre -Appart-Hotel LUNI,2023-07-19,within an hour,100%,t,t,Cité Universitaire,Entire rental unit,Entire home/apt,1 bath,"[""Elevator"", ""Freezer"", ""Smart lock"", ""Free resort access"", ""Private entrance"", ""Single level home"", ""Oven"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Private patio or balcony"", ""Mosquito net"", ""Hangers"", ""Refrigerator"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""TV"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2024-05-07,2024-05-07,t,46.8,-71.2,2.0,1.0,1.0,1.0,179.0,1.0,365,27,57,87,356,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,0.0,0.0,0.16
218,"3,5 tout équipé nearby old Québec and all services",2015-03-04,within an hour,100%,f,t,Vieux-Limoilou,Entire rental unit,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Cooking basics"", ""Patio or balcony"", ""Private entrance"", ""Hot water kettle"", ""Single level home"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Bathtub"", ""Shared backyard \u2013 Not fully fenced"", ""Heating"", ""Wine glasses"", ""Toaster"", ""City skyline view"", ""Bed linens"", ""Dishes and silverware"", ""Long term stays allowed"", ""Window AC unit"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Pets allowed"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Dedicated workspace"", ""TV"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Cleaning products"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Kitchen"", ""Wifi"", ""Electric stove""]",t,2023-05-14,2024-10-11,t,46.82113,-71.22411,4.0,1.0,1.0,2.0,55.0,33.0,365,9,39,69,344,8.0,5.0,1.0,4.88,4.63,4.63,4.88,5.0,4.88,4.75,17.0,17.0,0.0,0.0,0.44
219,403 - Les Lofts St-Joseph - Par Les Lofts Vieux-QC,2014-11-13,Desconocido,-%,f,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Extra pillows and blankets"", ""Patio or balcony"", ""Fire extinguisher"", ""Single level home"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Crib"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Paid parking on premises"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2020-07-19,2024-09-14,f,46.817,-71.22017,6.0,1.0,2.0,1.8,248.0,31.0,1125,24,45,75,350,9.0,2.0,0.0,4.56,4.78,4.67,4.9,4.9,4.78,4.44,6.1,4.3,0.0,0.0,0.17
220,Condo neuf et lumineux au coeur de la ville,2015-04-14,within a few hours,100%,f,t,Saint-Jean-Baptiste,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Kitchen"", ""Dryer"", ""Essentials"", ""Washer"", ""Private patio or balcony"", ""Smart lock"", ""Clothing storage: closet"", ""Self check-in"", ""Wifi""]",t,2021-10-31,2023-08-01,f,46.80764,-71.22341,4.0,1.0,2.0,2.0,80.0,31.0,1113,0,25,55,330,4.0,0.0,0.0,4.75,4.75,5.0,5.0,5.0,4.75,4.75,1.0,1.0,0.0,0.0,0.11
221,Entire apartment for 2 downtown,2017-07-27,within a few hours,100%,f,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Host greets you"", ""Exterior security cameras on property"", ""Washer"", ""TV"", ""Dishes and silverware"", ""Free parking on premises"", ""Outdoor dining area"", ""Coffee maker"", ""Fast wifi \u2013 130 Mbps"", ""Smoke alarm"", ""Refrigerator"", ""Kitchen""]",t,2022-08-19,2023-08-20,f,46.81426,-71.22092,2.0,1.0,1.0,1.0,75.0,32.0,1125,8,38,68,158,3.0,0.0,0.0,4.67,4.67,4.67,5.0,5.0,5.0,4.67,2.0,2.0,0.0,0.0,0.11
222,CONDO DE LUXE  avec garage au Vieux Québec,2014-04-03,within an hour,100%,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Body soap"", ""Heating"", ""Toaster"", ""Bed linens"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""Iron"", ""Air conditioning"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Cooking basics"", ""Shampoo""]",t,2024-08-13,2024-10-22,t,46.81272,-71.21101,4.0,1.0,2.0,2.0,210.0,2.0,365,10,26,56,308,18.0,18.0,3.0,4.89,4.83,4.72,5.0,4.94,5.0,4.72,1.0,1.0,0.0,0.0,6.07
223,Clean & Cozy apartment in Limoilou trendy sector,2023-05-16,within an hour,100%,f,t,Vieux-Limoilou,Entire rental unit,Entire home/apt,1 bath,"[""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Free street parking"", ""40 inch HDTV with Netflix"", ""Hot water kettle"", ""Private entrance"", ""Blender"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Ceiling fan"", ""Heating"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Window AC unit"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Lockbox"", ""Shared patio or balcony"", ""Microwave"", ""Coffee maker"", ""Dining table"", ""Kitchen"", ""Wifi""]",t,23/01/2025,24/01/2025,f,46.82138,-71.22159,2.0,1.0,1.0,1.0,39.0,32.0,340,8,38,68,343,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,12.0,12.0,0.0,0.0,2.4
224,Elegant |1BR| in ♥HEART♥ of Québec Wifi + AC ✓,2019-09-23,within a day,67%,f,t,Montcalm,Entire rental unit,Entire home/apt,1 bath,"[""Clothing storage: dresser"", ""Free dryer \u2013 In building"", ""Free washer \u2013 In building"", ""Extra pillows and blankets"", ""Free street parking"", ""Fire extinguisher"", ""Single level home"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Laundromat nearby"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Private patio or balcony"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Pets allowed"", ""Air conditioning"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""TV"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo"", ""Electric stove""]",t,2020-07-12,2024-07-15,f,46.80448,-71.225,2.0,1.0,1.0,1.0,64.0,32.0,180,29,59,89,364,15.0,1.0,0.0,4.87,4.67,5.0,4.93,5.0,5.0,4.67,2.0,2.0,0.0,0.0,0.28
225,Maison en rangée dans Saint-Sauveur,2013-01-05,within an hour,100%,f,t,Saint-Sauveur,Entire rental unit,Entire home/apt,2.5 baths,"[""Extra pillows and blankets"", ""Free street parking"", ""Smart lock"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Baby safety gates"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Backyard"", ""TV with standard cable"", ""Hangers"", ""BBQ grill"", ""Refrigerator"", ""Iron"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2017-01-07,2024-08-20,t,46.8116,-71.24321,3.8,1.0,1.4,1.8,120.4,2.0,30,0,7,18,79,56.0,9.0,0.0,4.64,4.7,4.73,4.89,4.86,4.57,4.63,5.0,1.0,0.0,0.0,0.59
226,"Chambre privée à Ste-Foy, Québec",2018-04-22,within an hour,100%,t,t,Saint-Louis,Private room in home,Private room,1 shared bath,"[""Central heating"", ""Conditioner"", ""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Free street parking"", ""Board games"", ""Fire extinguisher"", ""Private entrance"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Coffee"", ""Bed linens"", ""Free parking on premises"", ""Hot water"", ""Luggage dropoff allowed"", ""Hangers"", ""Air conditioning"", ""Room-darkening shades"", ""Keypad"", ""Hair dryer"", ""Shower gel"", ""Drying rack for clothing"", ""Wifi"", ""Shampoo""]",t,2024-07-04,2024-10-17,t,46.8,-71.2,2.0,1.0,1.0,1.0,85.0,1.0,3,21,27,49,49,43.0,43.0,3.0,4.95,4.95,4.93,4.98,4.93,4.81,4.7,1.0,0.0,0.0,0.0,2.3
227,Location de vacance 1,2015-09-20,within a few hours,100%,f,t,Vieux-Moulin,Private room in townhouse,Private room,2.5 shared baths,"[""Extra pillows and blankets"", ""Free street parking"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Backyard"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Dedicated workspace"", ""Stove"", ""TV"", ""Lockbox"", ""Central air conditioning"", ""Shared patio or balcony"", ""Microwave"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2017-10-07,2023-03-15,t,46.8,-71.22624,2.0,1.0,1.4,1.0,51.0,31.0,1125,29,59,89,89,111.0,0.0,0.0,4.55,4.7,4.57,4.81,4.65,4.57,4.64,4.0,0.0,0.0,0.0,1.29
228,SP307-Les Lofts St-Pierre - Par Les Lofts Vieux-QC,2020-05-31,within an hour,100%,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Extra pillows and blankets"", ""Fire extinguisher"", ""Single level home"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Crib"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2020-06-18,2021-12-12,f,46.81538,-71.20278,2.0,1.0,0.0,1.0,199.0,31.0,1125,6,31,61,332,7.0,0.0,0.0,4.86,5.0,4.86,5.0,5.0,5.0,4.86,15.0,15.0,0.0,0.0,0.13
229,LV303 / Lofts de Vitré / By Les Lofts Vieux-Québec,2024-02-27,within an hour,80%,f,t,Maizerets,Entire serviced apartment,Entire home/apt,1 bath,"[""Central heating"", ""Elevator"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Single level home"", ""Oven"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Keypad"", ""Hair dryer"", ""Stove"", ""TV"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cleaning products"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8,-71.2240806,2.0,1.0,1.0,1.0,169.0,1.0,365,0,19,49,324,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,17.0,17.0,0.0,0.0,2.4
230,LV400 / Lofts de Vitré / by Les Lofts Vieux-Québec,2024-02-27,within an hour,80%,f,t,Maizerets,Entire serviced apartment,Entire home/apt,1 bath,"[""Central heating"", ""Elevator"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Single level home"", ""Oven"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Keypad"", ""Hair dryer"", ""Stove"", ""TV"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cleaning products"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8,-71.2240806,2.0,1.0,1.0,1.0,154.0,1.0,365,27,56,86,361,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,17.0,17.0,0.0,0.0,2.4
231,LV209 / Lofts de Vitré by Les Lofts Vieux-Québec,2024-02-27,within an hour,80%,f,t,Maizerets,Entire serviced apartment,Entire home/apt,1 bath,"[""Central heating"", ""Fire extinguisher"", ""Essentials"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Body soap"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Keypad"", ""Hair dryer"", ""TV"", ""Cleaning products"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8,-71.2240806,2.0,1.0,1.0,1.0,169.0,1.0,365,25,55,85,360,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,17.0,17.0,0.0,0.0,2.4
232,The Old New // Spacious 2000 sqft condo - Downtown,2019-10-07,within an hour,100%,t,t,Saint-Roch,Entire condo,Entire home/apt,2.5 baths,"[""Clothing storage: dresser"", ""Central heating"", ""50 inch HDTV with Netflix"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Stainless steel electric stove"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Essentials"", ""Cleaning available during stay"", ""Coffee maker: drip coffee maker"", ""Portable fans"", ""Smoke alarm"", ""Stainless steel oven"", ""Self check-in"", ""Bathtub"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Paid parking lot off premises"", ""Dishes and silverware"", ""First aid kit"", ""Paid parking lot on premises"", ""Long term stays allowed"", ""Hot water"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 135 Mbps"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Central air conditioning"", ""Paid crib - available upon request"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Shampoo""]",t,2021-06-13,2024-11-06,f,46.811641693115234,-71.22689819335938,3.8,1.0,1.4,1.8,120.4,2.0,60,6,10,28,189,42.8,52.0,6.0,4.95,4.95,4.88,4.98,4.97,4.84,4.9,11.0,11.0,0.0,0.0,5.2
233,LOFT spacieux,2017-07-25,within an hour,100%,t,t,Duberger-Les Saules,Entire loft,Entire home/apt,1 bath,"[""Clothing storage: dresser"", ""Radiant heating"", ""Conditioner"", ""Extra pillows and blankets"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Board games"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Coffee maker: drip coffee maker, Nespresso"", ""Hot water"", ""Free parking on premises"", ""Long term stays allowed"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Four grille-pain Breville oven"", ""52 inch HDTV"", ""Microwave"", ""Shower gel"", ""Drying rack for clothing"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2022-07-03,2024-10-27,f,46.82094,-71.2,2.0,1.0,1.0,1.0,129.0,2.0,7,4,4,4,196,53.0,19.0,2.0,4.94,4.89,5.0,4.96,5.0,4.79,4.91,1.0,1.0,0.0,0.0,1.85
234,Vue sur la gare du palais et rue des antiquaires,2018-04-18,Desconocido,-%,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire condo,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Heating"", ""Dryer"", ""Essentials"", ""Washer"", ""TV"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Iron"", ""Kitchen"", ""Wifi"", ""Air conditioning""]",t,23/01/2025,24/01/2025,f,46.81678,-71.21274,2.0,1.0,1.0,1.0,120.4,32.0,331,28,58,88,88,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,2.0,2.0,0.0,0.0,2.4
235,Loft - 2 lits King | Tour - Hôtel autonome,2021-09-06,within an hour,100%,f,t,Saint-Jean-Baptiste,Room in hotel,Private room,2 baths,"[""AC - split type ductless system"", ""Stainless steel single oven"", ""Freezer"", ""Smart lock"", ""Fire extinguisher"", ""Hot water kettle"", ""Single level home"", ""Essentials"", ""Cleaning available during stay"", ""Paid parking off premises"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Clothing storage"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Crib"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Paid parking on premises"", ""TV"", ""Microwave"", ""Coffee maker"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Resort access"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2023-12-29,2024-01-03,t,46.80462,-71.22048,4.0,1.0,2.0,2.0,120.4,31.0,365,25,55,85,360,2.0,2.0,0.0,4.8,4.5,4.5,4.9,4.9,5.0,4.5,2.0,0.0,0.0,0.0,0.19
